date,open,high,low,close,volume,money
2005-06-30,897.1,897.1,876.88,878.69,1085547200.0,5597946269.0
2005-07-01,875.94,875.94,858.37,859.49,1009459697.0,5086726820.0
2005-07-04,855.32,856.1,842.81,855.93,884027653.0,4026099534.0
2005-07-05,853.68,856.74,845.36,849.68,799268838.0,4529674417.0
2005-07-06,850.25,854.45,838.61,842.56,689831392.0,3627265630.0
2005-07-07,841.75,848.02,839.28,844.73,596246491.0,2901826588.0
2005-07-08,842.62,842.62,827.23,829.49,722100042.0,3447787083.0
2005-07-11,837.86,850.66,822.52,824.1,843900554.0,4092653674.0
2005-07-12,821.91,854.29,818.86,851.82,1498987066.0,7519245269.0
2005-07-13,850.47,851.95,841.86,846.23,939884217.0,4674024437.0
2005-07-14,844.94,856.1,843.18,849.59,936196801.0,4742557429.0
2005-07-15,849.87,854.6,837.78,841.0,888956339.0,4203939701.0
2005-07-18,839.22,840.01,829.68,833.0,850000637.0,3767754660.0
2005-07-19,831.5,840.14,829.28,835.61,789181779.0,3622924794.0
2005-07-20,835.3,844.71,832.14,842.64,852647308.0,3953440082.0
2005-07-21,842.75,843.99,835.76,843.99,836610097.0,4118496717.0
2005-07-22,847.54,867.17,842.99,859.69,2163097613.0,10210013616.0
2005-07-25,858.33,860.95,854.28,856.86,1181607969.0,5762385031.0
2005-07-26,856.19,880.03,856.19,876.48,2182677591.0,10513580671.0
2005-07-27,876.94,894.03,876.04,894.01,2040953728.0,9688109273.0
2005-07-28,893.88,901.0,888.5,890.89,2062252706.0,10326374188.0
2005-07-29,889.41,892.29,883.38,888.16,1339740598.0,6409062024.0
2005-08-01,887.72,897.29,885.85,891.61,1180830918.0,5451576867.0
2005-08-02,892.13,903.65,888.4,903.6,1429254743.0,6441958706.0
2005-08-03,905.18,919.28,903.76,909.57,2578629807.0,11911777040.0
2005-08-04,907.42,909.83,901.63,904.15,1451925560.0,6682690057.0
2005-08-05,904.04,923.81,903.94,923.8,1912376473.0,9585685726.0
2005-08-08,926.57,933.15,923.57,927.47,2160894430.0,11135756693.0
2005-08-09,926.97,933.39,919.11,933.09,1953290746.0,9704541246.0
2005-08-10,933.26,940.37,926.28,940.37,2151576251.0,10214864206.0
2005-08-11,940.79,953.99,939.39,953.99,2707366644.0,14042061872.0
2005-08-12,954.72,959.27,933.99,938.32,2916814435.0,14457553256.0
2005-08-15,937.71,954.5,936.11,954.5,2043081347.0,10503460782.0
2005-08-16,955.27,959.34,939.92,945.06,2386181791.0,12606079730.0
2005-08-17,943.41,953.34,930.33,953.01,2145776865.0,10910460911.0
2005-08-18,954.16,956.84,919.12,920.67,3185532658.0,15916423709.0
2005-08-19,918.09,927.32,910.08,923.04,2224267940.0,10881501177.0
2005-08-22,923.11,933.35,919.22,931.67,1603100973.0,7745835021.0
2005-08-23,931.81,931.81,915.03,923.41,1540648815.0,7508824639.0
2005-08-24,923.56,935.23,923.56,930.65,1595974747.0,7736512283.0
2005-08-25,930.98,933.2,920.61,930.12,1629205702.0,7604864624.0
2005-08-26,930.25,930.33,921.84,928.26,1542980361.0,7186198527.0
2005-08-29,928.34,928.34,913.77,917.37,1546226094.0,7137708170.0
2005-08-30,916.09,920.21,912.84,914.88,1243817039.0,5858436210.0
2005-08-31,915.12,928.21,911.51,927.92,1462362986.0,7034282250.0
2005-09-01,928.52,944.95,926.06,944.56,2230638364.0,10558677965.0
2005-09-02,945.98,947.92,941.31,947.87,1861443797.0,8864773608.0
2005-09-05,949.08,952.99,944.63,952.72,1784331803.0,8242226133.0
2005-09-06,953.41,956.3,934.97,936.61,2122225535.0,10583985179.0
2005-09-07,934.99,952.9,932.65,952.76,1960846569.0,9956808193.0
2005-09-08,954.27,958.87,947.71,955.28,2242439335.0,11753260243.0
2005-09-09,955.11,959.9,946.02,949.07,1621931001.0,7924193974.0
2005-09-12,949.78,952.55,945.4,949.51,1167261344.0,5610130326.0
2005-09-13,949.58,963.92,948.13,963.77,1657943068.0,7999031246.0
2005-09-14,964.97,970.26,961.64,970.19,1995829050.0,9942627972.0
2005-09-15,970.58,970.96,965.66,969.6,1637767923.0,8098160518.0
2005-09-16,969.62,970.37,964.29,967.5,1397857095.0,6989327513.0
2005-09-19,967.44,971.99,964.26,971.14,1473742101.0,7427481654.0
2005-09-20,971.38,971.65,957.12,961.92,1863660434.0,9189438331.0
2005-09-21,961.37,961.37,943.82,944.41,1854189548.0,8760459022.0
2005-09-22,942.73,942.73,914.23,923.27,1811552476.0,8625589892.0
2005-09-23,921.51,927.42,914.81,916.15,1154764377.0,5549882042.0
2005-09-26,915.84,919.65,913.61,918.49,883624097.0,4398425669.0
2005-09-27,918.87,921.13,903.39,904.21,1108605626.0,5576097392.0
2005-09-28,903.33,910.33,901.38,903.72,885030980.0,4331475905.0
2005-09-29,904.28,915.98,904.28,915.98,1193897751.0,5798238295.0
2005-09-30,916.59,918.66,913.45,917.39,900143263.0,4529466676.0
2005-10-10,917.21,917.21,906.88,907.32,715845087.0,3665624376.0
2005-10-11,906.63,919.8,904.05,919.72,775829492.0,4032539378.0
2005-10-12,920.45,926.09,917.38,923.49,1220885175.0,6653231000.0
2005-10-13,923.43,926.01,916.28,916.5,1082890379.0,6021814326.0
2005-10-14,916.34,917.89,902.81,904.83,1012394049.0,5568049025.0
2005-10-17,903.27,903.27,892.36,897.62,1055250559.0,5516482064.0
2005-10-18,897.37,903.0,895.62,902.37,1136631672.0,5849997730.0
2005-10-19,902.04,907.88,897.05,898.74,1103304752.0,5474099406.0
2005-10-20,898.89,900.13,889.57,899.92,1260872463.0,6082545635.0
2005-10-21,899.65,907.79,897.99,904.41,1136458825.0,5645096184.0
2005-10-24,905.13,908.45,900.23,906.65,921898223.0,4674775354.0
2005-10-25,905.97,905.97,893.61,894.27,1121340120.0,5687104900.0
2005-10-26,892.62,892.62,873.9,875.82,1216712296.0,5911800808.0
2005-10-27,873.47,879.67,869.72,875.85,1190858810.0,5881848405.0
2005-10-28,875.86,880.21,859.69,867.73,1197337573.0,5565266453.0
2005-10-31,866.62,878.41,866.15,876.28,1044365130.0,4954801462.0
2005-11-01,875.96,875.96,862.69,872.87,1008274541.0,4762514458.0
2005-11-02,873.39,884.94,873.39,882.48,1310497257.0,6115386842.0
2005-11-03,882.19,885.68,872.11,874.58,1217918241.0,5843191842.0
2005-11-04,873.35,878.36,869.68,878.36,956731049.0,4570236086.0
2005-11-07,877.62,877.62,870.08,877.28,771325916.0,3758294613.0
2005-11-08,876.43,881.9,870.96,881.52,1012876111.0,4617261094.0
2005-11-09,881.51,884.94,878.68,879.25,1177440511.0,5544780425.0
2005-11-10,878.63,878.63,862.09,862.97,1085377097.0,5071603818.0
2005-11-11,861.22,867.33,857.79,864.79,921971970.0,4221479222.0
2005-11-14,864.08,864.25,858.34,862.15,627167374.0,2924317719.0
2005-11-15,862.07,867.46,853.86,856.64,825247790.0,4158739868.0
2005-11-16,855.45,863.17,847.49,863.12,906613777.0,4185382359.0
2005-11-17,863.08,865.79,859.0,862.66,881163679.0,4120494742.0
2005-11-18,862.58,886.58,862.4,882.24,1759780298.0,8353934317.0
2005-11-21,882.79,886.11,880.3,883.87,1025996306.0,4897254555.0
2005-11-22,883.93,883.93,869.53,869.62,1059723590.0,4500600972.0
2005-11-23,868.01,876.82,866.19,876.23,991691966.0,3944070407.0
2005-11-24,875.83,885.75,874.88,881.49,1462900765.0,6102429919.0
2005-11-25,881.25,884.16,877.26,884.11,1300354588.0,5127946933.0
2005-11-28,883.24,886.74,877.64,880.17,973973492.0,4239101597.0
2005-11-29,879.25,879.25,870.56,871.31,841499373.0,3597357382.0
2005-11-30,870.45,873.93,866.98,873.83,804073745.0,3676845309.0
2005-12-01,873.47,877.31,870.7,873.07,706923415.0,3355702993.0
2005-12-02,872.93,875.83,866.37,869.94,849202059.0,3937214093.0
2005-12-05,869.43,869.43,858.86,859.61,1028689689.0,4606548004.0
2005-12-06,858.11,867.19,855.72,866.08,1030351365.0,4737134619.0
2005-12-07,865.72,874.0,865.02,873.84,984295499.0,4368779146.0
2005-12-08,874.13,877.97,870.12,874.06,1025917366.0,5018813137.0
2005-12-09,873.69,887.57,871.26,887.36,1271952575.0,5793086795.0
2005-12-12,887.06,890.69,884.26,888.52,1069927987.0,5082260512.0
2005-12-13,888.0,889.22,880.74,889.1,1054723734.0,5148218278.0
2005-12-14,888.6,899.01,884.37,898.15,1386837599.0,6757243552.0
2005-12-15,898.38,904.01,895.17,896.43,1625978156.0,7498123901.0
2005-12-16,895.83,902.75,894.1,902.56,1145210671.0,5418465602.0
2005-12-19,902.05,904.47,898.79,902.91,993632645.0,4380561278.0
2005-12-20,902.75,907.32,899.66,907.32,1029465843.0,4665761570.0
2005-12-21,907.05,910.93,902.11,903.14,1027397532.0,4892864878.0
2005-12-22,902.37,909.06,900.66,908.75,894702543.0,4441384591.0
2005-12-23,908.96,915.89,908.51,915.89,1190699809.0,5799046691.0
2005-12-26,916.67,925.01,916.41,922.38,1534264931.0,7501782773.0
2005-12-27,922.44,922.44,916.01,919.36,1205035824.0,5640640118.0
2005-12-28,919.05,920.98,915.12,920.92,1213103150.0,5731256513.0
2005-12-29,921.14,932.03,921.14,932.03,1725495871.0,8798040548.0
2005-12-30,933.45,934.0,921.83,923.45,1560025063.0,8517980122.0
2006-01-04,926.56,941.43,926.41,941.43,2112689900.0,11442608327.0
2006-01-05,943.85,959.63,942.31,959.13,2731174300.0,14693493720.0
2006-01-06,961.92,975.63,956.04,970.03,3028636800.0,16170989866.0
2006-01-09,971.09,976.27,966.05,975.25,2432955200.0,12626400277.0
2006-01-10,975.28,978.28,964.43,978.15,2273530200.0,12344022953.0
2006-01-11,977.64,983.39,963.39,973.48,2652413800.0,13488346780.0
2006-01-12,972.39,984.08,968.54,983.72,2189668000.0,11028175836.0
2006-01-13,985.04,988.11,973.69,978.81,2228186100.0,11215633222.0
2006-01-16,977.89,977.89,960.88,961.44,2030521500.0,9896151721.0
2006-01-17,959.4,965.98,952.23,964.29,1603727600.0,8076118846.0
2006-01-18,964.16,984.67,963.08,983.62,2082351800.0,10389841771.0
2006-01-19,985.23,992.27,978.28,991.22,2645560900.0,12714862349.0
2006-01-20,991.57,994.5,987.06,993.34,2614706200.0,12929890431.0
2006-01-23,993.74,997.33,989.34,996.16,2254601900.0,11459294356.0
2006-01-24,997.79,1006.15,993.39,999.09,2419799100.0,13914239772.0
2006-01-25,998.83,1009.65,989.51,1009.6,2180075800.0,11644197379.0
2006-02-06,1013.43,1033.35,1012.81,1033.23,2503877100.0,13466978183.0
2006-02-07,1034.68,1038.5,1019.94,1029.94,3295478700.0,17669257813.0
2006-02-08,1028.44,1033.4,1022.94,1033.07,2698672900.0,13692515175.0
2006-02-09,1033.19,1033.19,1017.05,1019.6,2383960100.0,12115067169.0
2006-02-10,1019.42,1032.6,1018.48,1032.34,2202445300.0,11411753871.0
2006-02-13,1034.38,1034.64,1021.84,1031.61,2215729800.0,11454695538.0
2006-02-14,1032.65,1038.81,1030.46,1038.53,1855622000.0,9730559347.0
2006-02-15,1040.33,1048.34,1038.74,1041.66,2478462800.0,12747811508.0
2006-02-16,1041.67,1041.67,1019.21,1020.12,2615989200.0,13407183725.0
2006-02-17,1020.06,1028.57,1015.99,1020.37,2102687500.0,10774127956.0
2006-02-20,1020.74,1030.05,1020.02,1021.64,1881888300.0,10303300141.0
2006-02-21,1020.98,1038.94,1014.66,1038.82,2367803900.0,13180216400.0
2006-02-22,1039.65,1046.45,1036.38,1037.89,2538070400.0,13435059019.0
2006-02-23,1038.25,1041.59,1029.25,1041.37,1978503700.0,10259755542.0
2006-02-24,1041.97,1049.69,1041.97,1049.44,1967610400.0,10286380796.0
2006-02-27,1055.95,1057.22,1045.97,1047.85,2287209900.0,12520438962.0
2006-02-28,1046.71,1053.72,1033.66,1053.01,1935326700.0,10427830678.0
2006-03-01,1051.76,1057.69,1049.64,1056.62,1942573000.0,10518419421.0
2006-03-02,1055.86,1056.05,1034.68,1038.67,2487786100.0,13748692907.0
2006-03-03,1037.99,1043.42,1029.56,1041.68,2120053900.0,11437141697.0
2006-03-06,1041.66,1044.42,1036.11,1038.87,1787096300.0,9091203924.0
2006-03-07,1037.93,1037.98,1013.14,1014.97,1933651600.0,9676508800.0
2006-03-08,1012.58,1014.97,999.93,1009.27,1746305500.0,8818082801.0
2006-03-09,1006.97,1010.91,1002.2,1004.34,1273509900.0,6640051345.0
2006-03-10,1004.75,1011.76,1004.69,1008.9,1188798300.0,6337829115.0
2006-03-13,1008.8,1020.88,1008.51,1019.86,1176591100.0,6101943506.0
2006-03-14,1020.47,1021.65,1012.11,1018.27,1134803000.0,5861599356.0
2006-03-15,1018.15,1028.97,1017.08,1028.96,1484206800.0,7822300458.0
2006-03-16,1028.96,1029.81,1025.52,1027.62,1478433900.0,7936360041.0
2006-03-17,1027.64,1029.56,1021.08,1024.02,1500192400.0,7945174864.0
2006-03-20,1024.5,1037.91,1019.65,1037.66,1538991200.0,8246315688.0
2006-03-21,1037.95,1047.05,1036.24,1040.76,1907766200.0,10271579935.0
2006-03-22,1041.14,1047.94,1036.71,1047.67,1864057500.0,10034541922.0
2006-03-23,1047.35,1049.32,1042.82,1048.54,2046788500.0,10825049824.0
2006-03-24,1049.12,1051.76,1041.23,1042.6,2009823700.0,11031900342.0
2006-03-27,1042.63,1050.71,1037.08,1050.71,1713407000.0,9201788180.0
2006-03-28,1050.07,1056.52,1048.64,1055.98,2227399900.0,10630507500.0
2006-03-29,1058.74,1074.04,1057.68,1065.29,3052634500.0,15882110482.0
2006-03-30,1065.84,1067.99,1055.14,1055.63,2201249400.0,12089930817.0
2006-03-31,1053.85,1061.47,1050.22,1061.09,2227619000.0,12045672446.0
2006-04-03,1061.96,1079.37,1061.96,1079.32,2772976100.0,15703156870.0
2006-04-04,1080.86,1089.37,1076.2,1089.37,3114875700.0,17525218334.0
2006-04-05,1091.18,1100.56,1089.55,1099.97,3293691400.0,18539588008.0
2006-04-06,1102.54,1109.68,1097.32,1103.24,3616704900.0,19687813538.0
2006-04-07,1102.94,1105.1,1091.89,1103.15,3257086000.0,17760103659.0
2006-04-10,1104.32,1118.08,1100.69,1117.91,3206752000.0,17246470925.0
2006-04-11,1120.16,1126.09,1112.01,1123.31,3560752000.0,19796708290.0
2006-04-12,1123.78,1123.78,1116.15,1117.07,3033384500.0,15991141463.0
2006-04-13,1116.84,1122.39,1093.51,1093.93,3382414600.0,17190084945.0
2006-04-14,1091.69,1118.67,1091.67,1118.61,3352796200.0,16782531968.0
2006-04-17,1120.19,1129.15,1114.53,1124.41,3570454800.0,18349161711.0
2006-04-18,1127.51,1135.45,1119.27,1131.28,3231722300.0,17403457422.0
2006-04-19,1135.61,1140.41,1125.2,1138.24,3432289800.0,19364959974.0
2006-04-20,1139.64,1142.54,1127.09,1134.38,3788565100.0,21561233693.0
2006-04-21,1133.2,1152.89,1127.65,1149.16,4077291000.0,22750697130.0
2006-04-24,1156.91,1160.58,1135.75,1142.7,4593621900.0,26245896335.0
2006-04-25,1139.5,1149.54,1123.1,1141.93,3861112500.0,22885232669.0
2006-04-26,1142.9,1162.02,1142.07,1155.73,4182430100.0,25476171649.0
2006-04-27,1157.38,1159.9,1145.26,1155.27,3198045100.0,18862520936.0
2006-04-28,1143.59,1173.88,1133.19,1172.35,4080185800.0,24343009251.0
2006-05-08,1179.58,1218.86,1179.58,1218.44,4491282100.0,26536314891.0
2006-05-09,1226.31,1252.76,1222.68,1251.61,5599386100.0,33111916341.0
2006-05-10,1257.98,1273.68,1243.47,1265.93,5566704300.0,33568258225.0
2006-05-11,1267.22,1294.87,1254.35,1255.04,6113372500.0,37299607468.0
2006-05-12,1255.23,1296.38,1252.68,1296.26,5492033100.0,34261843942.0
2006-05-15,1312.14,1352.41,1301.8,1352.16,7353400500.0,45768188032.0
2006-05-16,1368.13,1387.4,1322.14,1331.13,7965817000.0,50916396723.0
2006-05-17,1331.69,1356.13,1306.87,1335.52,6182328700.0,39133826398.0
2006-05-18,1322.65,1340.52,1301.11,1331.2,5205636300.0,31832852065.0
2006-05-19,1334.07,1371.22,1329.32,1366.1,6712386900.0,36222359895.0
2006-05-22,1366.32,1387.57,1360.35,1373.67,6626217200.0,38198875541.0
2006-05-23,1365.1,1365.1,1316.55,1317.65,5687238800.0,32747751170.0
2006-05-24,1325.68,1351.31,1277.33,1308.24,5117663200.0,31096815588.0
2006-05-25,1304.69,1316.48,1285.73,1307.7,3404643600.0,20482556624.0
2006-05-26,1312.24,1331.45,1309.46,1331.02,3638566500.0,21741991960.0
2006-05-29,1339.9,1366.84,1330.63,1366.29,4448001100.0,27100627303.0
2006-05-30,1375.3,1384.68,1360.55,1378.76,4476102700.0,28992430923.0
2006-05-31,1377.45,1386.94,1355.01,1365.45,4733588300.0,29359692213.0
2006-06-01,1364.18,1403.27,1362.94,1402.88,5349345300.0,31383492665.0
2006-06-02,1406.62,1411.78,1382.0,1390.12,6410916200.0,37407323630.0
2006-06-05,1391.46,1403.3,1362.72,1403.16,5510181900.0,29784741526.0
2006-06-06,1400.27,1413.11,1391.9,1399.14,4683527800.0,26497855270.0
2006-06-07,1398.18,1398.18,1319.7,1320.23,5204764700.0,31076290204.0
2006-06-08,1309.07,1331.89,1286.9,1325.98,4567750900.0,26462585864.0
2006-06-09,1320.81,1329.84,1293.05,1294.19,3739262300.0,21631040581.0
2006-06-12,1283.83,1308.12,1275.4,1297.67,2503333100.0,15025360038.0
2006-06-13,1296.41,1312.13,1284.62,1298.28,2782303100.0,16716170449.0
2006-06-14,1291.69,1291.69,1269.52,1283.88,2880166100.0,15982326444.0
2006-06-15,1283.72,1300.11,1280.5,1285.39,2324130200.0,12947893429.0
2006-06-16,1290.0,1318.02,1290.0,1318.01,2840803200.0,16152374694.0
2006-06-19,1306.26,1341.99,1294.9,1334.89,3072625800.0,18672646769.0
2006-06-20,1333.62,1341.24,1323.78,1338.22,2779705800.0,16416714736.0
2006-06-21,1336.84,1347.0,1320.41,1333.53,3244547900.0,18271592334.0
2006-06-22,1331.93,1341.73,1326.15,1331.55,2595315700.0,14642393269.0
2006-06-23,1329.11,1340.27,1319.51,1339.45,2565164400.0,15125536432.0
2006-06-26,1341.61,1363.57,1341.61,1363.41,2959592000.0,18564767865.0
2006-06-27,1365.04,1368.41,1354.09,1363.9,2645473400.0,16022196955.0
2006-06-28,1361.79,1366.34,1353.63,1362.89,2579165700.0,14836163873.0
2006-06-29,1365.25,1395.24,1365.25,1395.12,4243920100.0,24225652463.0
2006-06-30,1402.6,1408.79,1384.99,1393.96,3839674500.0,22942443838.0
2006-07-03,1398.74,1420.33,1393.92,1420.33,3829738500.0,24423131531.0
2006-07-04,1423.08,1426.1,1401.15,1411.01,4274980300.0,28116073765.0
2006-07-05,1409.9,1409.9,1377.22,1393.01,3344600500.0,21154127198.0
2006-07-06,1391.64,1418.76,1390.19,1418.68,3248073400.0,21637516912.0
2006-07-07,1423.72,1426.4,1405.99,1410.43,3355617600.0,22529571028.0
2006-07-10,1410.5,1413.58,1397.44,1412.12,2760736900.0,18616784852.0
2006-07-11,1414.14,1418.82,1406.5,1418.58,2853737900.0,18958953195.0
